old_name,new_name,old_path,new_path
Giguere AMC - 2018 - Tailoring and evaluating an intervention to improve shared decision making among seniors with dement.txt,Giguere_2018_tailoring-evaluating-intervention-improv.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Giguere AMC - 2018 - Tailoring and evaluating an intervention to improve shared decision making among seniors with dement.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Giguere_2018_tailoring-evaluating-intervention-improv.txt
Giuliani et al. - 2020 - User centred design and evaluation of a tele operated echocardiography robot.txt,Giuliani_2020_evaluation-tele-operated-echocardiograph.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Giuliani et al. - 2020 - User centred design and evaluation of a tele operated echocardiography robot.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Giuliani_2020_evaluation-tele-operated-echocardiograph.txt
Goode et al. - 2022 - Applying a User Centred Design Approach to Optimise a Workplace Initiative for Wide Scale Implementa.txt,Goode_2022_applying-approach-optimise-workplace-ini.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Goode et al. - 2022 - Applying a User Centred Design Approach to Optimise a Workplace Initiative for Wide Scale Implementa.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Goode_2022_applying-approach-optimise-workplace-ini.txt
Ha et al. - 2023 - Digital Health Equity and Tailored Health Care Service for People With Disability User Centered Desi.txt,Ha_2023_digital-health-equity-tailored-health-ca.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Ha et al. - 2023 - Digital Health Equity and Tailored Health Care Service for People With Disability User Centered Desi.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Ha_2023_digital-health-equity-tailored-health-ca.txt
Haines et al. - 2021 - Harmonizing evidence based practice implementation context and implementation strategies with user c.txt,Haines_2021_harmonizing-evidence-practice-implementa.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Haines et al. - 2021 - Harmonizing evidence based practice implementation context and implementation strategies with user c.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Haines_2021_harmonizing-evidence-practice-implementa.txt
Hall et al. - 2023 - Co designing an Integrated Health and Social Care Hub With and for Families Experiencing Adversity.txt,Hall_2023_co-designing-integrated-health-social-ca.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Hall et al. - 2023 - Co designing an Integrated Health and Social Care Hub With and for Families Experiencing Adversity.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Hall_2023_co-designing-integrated-health-social-ca.txt
Hartzler et al. - 2022 - Take on transplant human centered design of a patient education tool to facilitate informed discussi.txt,Hartzler_2022_take-transplant-human-patient-education.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Hartzler et al. - 2022 - Take on transplant human centered design of a patient education tool to facilitate informed discussi.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Hartzler_2022_take-transplant-human-patient-education.txt
He et al. - 2019 - ALOHA developing an interactive graph based visualization for dietary supplement knowledge graph thr.txt,He_2019_aloha-developing-interactive-graph-visua.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\He et al. - 2019 - ALOHA developing an interactive graph based visualization for dietary supplement knowledge graph thr.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\He_2019_aloha-developing-interactive-graph-visua.txt
He et al. - 2020 - User centered design of a web based crowdsourcing integrated semantic text annotation tool for build.txt,He_2020_web-crowdsourcing-integrated-semantic-te.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\He et al. - 2020 - User centered design of a web based crowdsourcing integrated semantic text annotation tool for build.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\He_2020_web-crowdsourcing-integrated-semantic-te.txt
Hearn et al. - 2022 - A digital self care intervention for Ugandan patients with heart failure and their clinicians User c.txt,Hearn_2022_digital-self-care-intervention-ugandan-p.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Hearn et al. - 2022 - A digital self care intervention for Ugandan patients with heart failure and their clinicians User c.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Hearn_2022_digital-self-care-intervention-ugandan-p.txt
Hemingway et al. - 2019 - Development of a Mobile Game to Influence Behavior Determinants of HIV Service Uptake Among Key Popu.txt,Hemingway_2019_development-mobile-game-influence-behavi.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Hemingway et al. - 2019 - Development of a Mobile Game to Influence Behavior Determinants of HIV Service Uptake Among Key Popu.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Hemingway_2019_development-mobile-game-influence-behavi.txt
Hennig S. - 2022 - Contributing to Planning for Sustainability Advancing User Involvement for User Centred Geoparticipa.txt,Hennig_2022_contributing-planning-sustainability-adv.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Hennig S. - 2022 - Contributing to Planning for Sustainability Advancing User Involvement for User Centred Geoparticipa.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Hennig_2022_contributing-planning-sustainability-adv.txt
Honary et al. - 2018 - A Web Based Intervention for Relatives of People Experiencing Psychosis or Bipolar Disorder Design S.txt,Honary_2018_web-intervention-relatives-people-experi.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Honary et al. - 2018 - A Web Based Intervention for Relatives of People Experiencing Psychosis or Bipolar Disorder Design S.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Honary_2018_web-intervention-relatives-people-experi.txt
Huber S. et al. - 2022 - Toward User Experience in ATC Exploring Novel Interface Concepts for Air Traffic Control.txt,Huber_2022_toward-experience-atc-exploring-novel-in.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Huber S. et al. - 2022 - Toward User Experience in ATC Exploring Novel Interface Concepts for Air Traffic Control.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Huber_2022_toward-experience-atc-exploring-novel-in.txt
Huwa J. et al. - 2023 - It reminds me and motivates me Human centered design and implementation of an interactive SMS based.txt,Huwa_2023_it-reminds-me-motivates-me-human-impleme.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Huwa J. et al. - 2023 - It reminds me and motivates me Human centered design and implementation of an interactive SMS based.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Huwa_2023_it-reminds-me-motivates-me-human-impleme.txt
Hwang et al. - 2022 - A Clinical Decision Support System for Sleep Staging Tasks With Explanations From Artificial Intelli.txt,Hwang_2022_clinical-decision-support-system-sleep-s.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Hwang et al. - 2022 - A Clinical Decision Support System for Sleep Staging Tasks With Explanations From Artificial Intelli.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Hwang_2022_clinical-decision-support-system-sleep-s.txt
Iglesias et al. - 2024 - The Town Crier A Use Case Design and Implementation for a Socially Assistive Robot in Retirement Hom.txt,Iglesias_2024_town-crier-case-implementation-socially.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Iglesias et al. - 2024 - The Town Crier A Use Case Design and Implementation for a Socially Assistive Robot in Retirement Hom.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Iglesias_2024_town-crier-case-implementation-socially.txt
Ippoliti et al. - 2021 - Using Human Centered Design to Develop Launch and Evaluate a National Digital Health Platform to Imp.txt,Ippoliti_2021_human-develop-launch-evaluate-national-d.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Ippoliti et al. - 2021 - Using Human Centered Design to Develop Launch and Evaluate a National Digital Health Platform to Imp.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Ippoliti_2021_human-develop-launch-evaluate-national-d.txt
Irvine T - 2024 - Development and preliminary evaluation of a genetics education booklet for retinoblastoma.txt,Irvine_2024_development-preliminary-evaluation-genet.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Irvine T - 2024 - Development and preliminary evaluation of a genetics education booklet for retinoblastoma.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Irvine_2024_development-preliminary-evaluation-genet.txt
Isangula et al. - 2023 - Interventions co designed by healthcare providers and clients for improving therapeutic relationship.txt,Isangula_2023_interventions-co-designed-healthcare-pro.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Isangula et al. - 2023 - Interventions co designed by healthcare providers and clients for improving therapeutic relationship.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Isangula_2023_interventions-co-designed-healthcare-pro.txt
Jandasek et al. - 2024 - Friends Family and Food Development of a Food Allergy Intervention F3 App for Children.txt,Jandasek_2024_friends-family-food-development-food-all.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Jandasek et al. - 2024 - Friends Family and Food Development of a Food Allergy Intervention F3 App for Children.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Jandasek_2024_friends-family-food-development-food-all.txt
Jenssen et al. - 2022 - Electronic Health Record Embedded Behavioral Science Informed System for Smoking Cessation for the P.txt,Jenssen_2022_electronic-health-record-embedded-behavi.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Jenssen et al. - 2022 - Electronic Health Record Embedded Behavioral Science Informed System for Smoking Cessation for the P.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Jenssen_2022_electronic-health-record-embedded-behavi.txt
Kabukye et al. - 2024 - Implementing a Hospital Call Center Service for Mental Health in Uganda User Centered Design Approac.txt,Kabukye_2024_implementing-hospital-call-center-servic.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Kabukye et al. - 2024 - Implementing a Hospital Call Center Service for Mental Health in Uganda User Centered Design Approac.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Kabukye_2024_implementing-hospital-call-center-servic.txt
Kaduru CC - 2023 - Using community theater to improve demand for vaccination services in the Niger Delta Region of Nige.txt,Kaduru_2023_community-theater-improve-demand-vaccina.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Kaduru CC - 2023 - Using community theater to improve demand for vaccination services in the Niger Delta Region of Nige.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Kaduru_2023_community-theater-improve-demand-vaccina.txt
Karaosmanoglu S. et al. - 2021 - Lessons Learned from a Human Centered Design of an Immersive Exergame for People with Dementia.txt,Karaosmanoglu_2021_lessons-learned-human-immersive-exergame.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Karaosmanoglu S. et al. - 2021 - Lessons Learned from a Human Centered Design of an Immersive Exergame for People with Dementia.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Karaosmanoglu_2021_lessons-learned-human-immersive-exergame.txt
Karpathakis et al. - 2021 - An Evaluation Service for Digital Public Health Interventions User Centered Design Approach.txt,Karpathakis_2021_evaluation-service-digital-public-health.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Karpathakis et al. - 2021 - An Evaluation Service for Digital Public Health Interventions User Centered Design Approach.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Karpathakis_2021_evaluation-service-digital-public-health.txt
Kepper M - 2024 - Supporting Teams with Designing for Dissemination and Sustainability the Design Development and Usab.txt,Kepper_2024_supporting-teams-designing-dissemination.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Kepper M - 2024 - Supporting Teams with Designing for Dissemination and Sustainability the Design Development and Usab.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Kepper_2024_supporting-teams-designing-dissemination.txt
Khan et al. - 2023 - Psychosocial support during childbirth Development and adaptation of WHO s Mental Health Gap Action.txt,Khan_2023_psychosocial-support-childbirth-developm.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Khan et al. - 2023 - Psychosocial support during childbirth Development and adaptation of WHO s Mental Health Gap Action.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Khan_2023_psychosocial-support-childbirth-developm.txt
Khowaja et al. - 2022 - A Participatory Design Approach to Develop Visualization of Wearable Actigraphy Data for Health Care.txt,Khowaja_2022_participatory-approach-develop-visualiza.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Khowaja et al. - 2022 - A Participatory Design Approach to Develop Visualization of Wearable Actigraphy Data for Health Care.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Khowaja_2022_participatory-approach-develop-visualiza.txt
Kim et al. - 2021 - Designing an Indoor Air Quality Monitoring App for Asthma Management in Children User Centered Desig.txt,Kim_2021_designing-indoor-air-quality-monitoring.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Kim et al. - 2021 - Designing an Indoor Air Quality Monitoring App for Asthma Management in Children User Centered Desig.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Kim_2021_designing-indoor-air-quality-monitoring.txt
Kim et al. - 2022 - Mobile health platform based on user centered design to promote exercise for patients with periphera.txt,Kim_2022_mobile-health-platform-promote-exercise.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Kim et al. - 2022 - Mobile health platform based on user centered design to promote exercise for patients with periphera.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Kim_2022_mobile-health-platform-promote-exercise.txt
Kim et al. - 2022 - Reviewing the User Centered Design Process for a Comprehensive Gastroesophageal Reflux Disease GERD.txt,Kim_2022_reviewing-process-comprehensive-gastroes.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Kim et al. - 2022 - Reviewing the User Centered Design Process for a Comprehensive Gastroesophageal Reflux Disease GERD.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Kim_2022_reviewing-process-comprehensive-gastroes.txt
Kongjit et al. - 2022 - Mobile health application for Thai women investigation and model.txt,Kongjit_2022_mobile-health-application-thai-women-inv.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Kongjit et al. - 2022 - Mobile health application for Thai women investigation and model.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Kongjit_2022_mobile-health-application-thai-women-inv.txt
Koopman R.J. et al. - 2020 - Home blood pressure data visualization for the management of hypertension Designing for patient and.txt,Koopman_2020_home-blood-pressure-data-visualization-m.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Koopman R.J. et al. - 2020 - Home blood pressure data visualization for the management of hypertension Designing for patient and.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Koopman_2020_home-blood-pressure-data-visualization-m.txt
Korpershoek et al. - 2020 - User Centered Design of a Mobile Health Intervention to Enhance Exacerbation Related Self Management.txt,Korpershoek_2020_mobile-health-intervention-enhance-exace.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Korpershoek et al. - 2020 - User Centered Design of a Mobile Health Intervention to Enhance Exacerbation Related Self Management.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Korpershoek_2020_mobile-health-intervention-enhance-exace.txt
Koumpouros - 2022 - User Centric Design Methodology for mHealth Apps The PainApp Paradigm for Chronic Pain.txt,Koumpouros_2022_centric-methodology-mhealth-apps-painapp.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Koumpouros - 2022 - User Centric Design Methodology for mHealth Apps The PainApp Paradigm for Chronic Pain.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Koumpouros_2022_centric-methodology-mhealth-apps-painapp.txt
Kreyenbuhl J. et al. - 2019 - Development and Feasibility Testing of a Smartphone Intervention to Improve Adherence to Antipsychot.txt,Kreyenbuhl_2019_development-feasibility-testing-smartpho.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Kreyenbuhl J. et al. - 2019 - Development and Feasibility Testing of a Smartphone Intervention to Improve Adherence to Antipsychot.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Kreyenbuhl_2019_development-feasibility-testing-smartpho.txt
