old_name,new_name,old_path,new_path
Miller et al. - 2023 - Human Centered Design of a Clinical Decision Support for Anemia Screening in Children with Inflammat.txt,Miller_2023_human-clinical-decision-support-anemia-s.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Miller et al. - 2023 - Human Centered Design of a Clinical Decision Support for Anemia Screening in Children with Inflammat.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Miller_2023_human-clinical-decision-support-anemia-s.txt
Monnet et al. - 2023 - Advance Care Planning Website for People With Dementia and Their Family Caregivers Protocol for a De.txt,Monnet_2023_advance-care-planning-website-people-dem.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Monnet et al. - 2023 - Advance Care Planning Website for People With Dementia and Their Family Caregivers Protocol for a De.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Monnet_2023_advance-care-planning-website-people-dem.txt
Monteiro et al. - 2021 - Improving Sleep Awareness Design and Development of an M Health App.txt,Monteiro_2021_improving-sleep-awareness-development-m.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Monteiro et al. - 2021 - Improving Sleep Awareness Design and Development of an M Health App.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Monteiro_2021_improving-sleep-awareness-development-m.txt
Monteiro-Guerra et al. - 2020 - A Personalized Physical Activity Coaching App for Breast Cancer Survivors Design Process and Early P.txt,Monteiro-Guerra_2020_personalized-physical-activity-coaching.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Monteiro-Guerra et al. - 2020 - A Personalized Physical Activity Coaching App for Breast Cancer Survivors Design Process and Early P.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Monteiro-Guerra_2020_personalized-physical-activity-coaching.txt
Moukarzel S. et al. - 2024 - Developing the Healthy Actions and Lifestyles to Avoid Dementia or Hispanos y el ALTo a la Demencia.txt,Moukarzel_2024_developing-healthy-actions-lifestyles-av.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Moukarzel S. et al. - 2024 - Developing the Healthy Actions and Lifestyles to Avoid Dementia or Hispanos y el ALTo a la Demencia.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Moukarzel_2024_developing-healthy-actions-lifestyles-av.txt
Muinga et al. - 2021 - Using a human centred design approach to develop a comprehensive newborn monitoring chart for inpati.txt,Muinga_2021_human-approach-develop-comprehensive-new.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Muinga et al. - 2021 - Using a human centred design approach to develop a comprehensive newborn monitoring chart for inpati.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Muinga_2021_human-approach-develop-comprehensive-new.txt
Mukherjee et al. - 2022 - Human Centered Design for Public Health Innovation Codesigning a Multicomponent Intervention to Supp.txt,Mukherjee_2022_human-public-health-innovation-codesigni.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Mukherjee et al. - 2022 - Human Centered Design for Public Health Innovation Codesigning a Multicomponent Intervention to Supp.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Mukherjee_2022_human-public-health-innovation-codesigni.txt
Myers B - 2024 - A stakeholder driven approach to designing a peer recovery coach role for implementation in communit.txt,Myers_2024_stakeholder-driven-approach-designing-pe.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Myers B - 2024 - A stakeholder driven approach to designing a peer recovery coach role for implementation in communit.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Myers_2024_stakeholder-driven-approach-designing-pe.txt
Naik A.D. et al. - 2018 - Development of a Clinically Feasible Process for Identifying Individual Health Priorities.txt,Naik_2018_development-clinically-feasible-process.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Naik A.D. et al. - 2018 - Development of a Clinically Feasible Process for Identifying Individual Health Priorities.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Naik_2018_development-clinically-feasible-process.txt
Nelson et al. - 2016 - Software prototyping A case report of refining user requirements for a health information exchange d.txt,Nelson_2016_software-prototyping-case-report-refinin.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Nelson et al. - 2016 - Software prototyping A case report of refining user requirements for a health information exchange d.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Nelson_2016_software-prototyping-case-report-refinin.txt
Newton A - 2020 - A Mobile Phone Based App for Use During Cognitive Behavioral Therapy for Adolescents With Anxiety Mi.txt,Newton_2020_mobile-phone-app-cognitive-behavioral-th.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Newton A - 2020 - A Mobile Phone Based App for Use During Cognitive Behavioral Therapy for Adolescents With Anxiety Mi.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Newton_2020_mobile-phone-app-cognitive-behavioral-th.txt
Nguyen et al. - 2019 - Utilizing a user centered approach to develop and assess pharmacogenomic clinical decision support f.txt,Nguyen_2019_utilizing-approach-develop-assess-pharma.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Nguyen et al. - 2019 - Utilizing a user centered approach to develop and assess pharmacogenomic clinical decision support f.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Nguyen_2019_utilizing-approach-develop-assess-pharma.txt
Nguyen et al. - 2023 - User Centered Design and Evaluation of Clinical Decision Support to Improve Early Peanut Introductio.txt,Nguyen_2023_evaluation-clinical-decision-support-imp.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Nguyen et al. - 2023 - User Centered Design and Evaluation of Clinical Decision Support to Improve Early Peanut Introductio.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Nguyen_2023_evaluation-clinical-decision-support-imp.txt
Nicklas et al. - 2020 - Development and Modification of a Mobile Health Program to Promote Postpartum Weight Loss in Women a.txt,Nicklas_2020_development-modification-mobile-health-p.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Nicklas et al. - 2020 - Development and Modification of a Mobile Health Program to Promote Postpartum Weight Loss in Women a.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Nicklas_2020_development-modification-mobile-health-p.txt
Nielsen et al. - 2018 - User Innovated eHealth Solutions for Service Delivery to Older Persons With Hearing Impairment.txt,Nielsen_2018_innovated-ehealth-solutions-service-deli.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Nielsen et al. - 2018 - User Innovated eHealth Solutions for Service Delivery to Older Persons With Hearing Impairment.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Nielsen_2018_innovated-ehealth-solutions-service-deli.txt
Nijagal et al. - 2021 - Using human centered design to identify opportunities for reducing inequities in perinatal care.txt,Nijagal_2021_human-identify-opportunities-reducing-in.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Nijagal et al. - 2021 - Using human centered design to identify opportunities for reducing inequities in perinatal care.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Nijagal_2021_human-identify-opportunities-reducing-in.txt
Niks et al. - 2020 - Promoting Employees Recovery During Shift Work Protocol for a Workplace Intervention Study.txt,Niks_2020_promoting-employees-recovery-shift-work.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Niks et al. - 2020 - Promoting Employees Recovery During Shift Work Protocol for a Workplace Intervention Study.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Niks_2020_promoting-employees-recovery-shift-work.txt
Njoki et al. - 2023 - Applying Human Centered Design to Replicate an Adolescent Sexual and Reproductive Health Interventio.txt,Njoki_2023_applying-human-replicate-adolescent-sexu.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Njoki et al. - 2023 - Applying Human Centered Design to Replicate an Adolescent Sexual and Reproductive Health Interventio.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Njoki_2023_applying-human-replicate-adolescent-sexu.txt
Nota et al. - 2017 - Development of a web based patient decision aid for initiating disease modifying anti rheumatic drug.txt,Nota_2017_development-web-patient-decision-aid-ini.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Nota et al. - 2017 - Development of a web based patient decision aid for initiating disease modifying anti rheumatic drug.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Nota_2017_development-web-patient-decision-aid-ini.txt
Nsangi et al. - 2020 - Development of the informed health choices resources in four countries to teach primary school child.txt,Nsangi_2020_development-informed-health-choices-reso.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Nsangi et al. - 2020 - Development of the informed health choices resources in four countries to teach primary school child.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Nsangi_2020_development-informed-health-choices-reso.txt
Nystrom DT - 2018 - Methods for Patient Centered Interface Design of Test Result Display in Online Portals.txt,Nystrom_2018_methods-patient-interface-test-result-di.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Nystrom DT - 2018 - Methods for Patient Centered Interface Design of Test Result Display in Online Portals.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Nystrom_2018_methods-patient-interface-test-result-di.txt
Ogola M - 2023 - Development of a small and sick newborn clinical audit tool and its implementation guide using a hum.txt,Ogola_2023_development-small-sick-newborn-clinical.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Ogola M - 2023 - Development of a small and sick newborn clinical audit tool and its implementation guide using a hum.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Ogola_2023_development-small-sick-newborn-clinical.txt
Olafsdottir et al. - 2020 - Developing ActivABLES for community dwelling stroke survivors using the Medical Research Council fra.txt,Olafsdottir_2020_developing-activables-community-dwelling.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Olafsdottir et al. - 2020 - Developing ActivABLES for community dwelling stroke survivors using the Medical Research Council fra.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Olafsdottir_2020_developing-activables-community-dwelling.txt
Onyeabor et al. - 2024 - Telemedicine in the age of the pandemics The prospects of web based remote patient monitoring system.txt,Onyeabor_2024_telemedicine-age-pandemics-prospects-web.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Onyeabor et al. - 2024 - Telemedicine in the age of the pandemics The prospects of web based remote patient monitoring system.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Onyeabor_2024_telemedicine-age-pandemics-prospects-web.txt
Panatto et al. - 2016 - Development and preliminary data on the use of a mobile app specifically designed to increase commun.txt,Panatto_2016_development-preliminary-data-mobile-app.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Panatto et al. - 2016 - Development and preliminary data on the use of a mobile app specifically designed to increase commun.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Panatto_2016_development-preliminary-data-mobile-app.txt
Paulino et al. - 2019 - Design of an Integrative System for Configurable Exergames Targeting the Senior Population.txt,Paulino_2019_integrative-system-configurable-exergame.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Paulino et al. - 2019 - Design of an Integrative System for Configurable Exergames Targeting the Senior Population.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Paulino_2019_integrative-system-configurable-exergame.txt
Perales-Puchalt et al. - 2022 - A Text Messaging Intervention to Support Latinx Family Caregivers of Individuals With Dementia Cuida.txt,Perales-Puchalt_2022_text-messaging-intervention-support-lati.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Perales-Puchalt et al. - 2022 - A Text Messaging Intervention to Support Latinx Family Caregivers of Individuals With Dementia Cuida.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Perales-Puchalt_2022_text-messaging-intervention-support-lati.txt
Petracca et al. - 2021 - An Electronic Patient Reported Outcome Mobile App for Data Collection in Type A Hemophilia Design an.txt,Petracca_2021_electronic-patient-reported-outcome-mobi.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Petracca et al. - 2021 - An Electronic Patient Reported Outcome Mobile App for Data Collection in Type A Hemophilia Design an.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Petracca_2021_electronic-patient-reported-outcome-mobi.txt
Petrenko et al. - 2021 - Initial Feasibility of the Families Moving Forward Connect Mobile Health Intervention for Caregivers.txt,Petrenko_2021_initial-feasibility-families-moving-forw.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Petrenko et al. - 2021 - Initial Feasibility of the Families Moving Forward Connect Mobile Health Intervention for Caregivers.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Petrenko_2021_initial-feasibility-families-moving-forw.txt
Pierce et al. - 2024 - Adapting a group based multimodal aphasia treatment for telehealth co design of M MAT Tele.txt,Pierce_2024_adapting-group-multimodal-aphasia-treatm.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Pierce et al. - 2024 - Adapting a group based multimodal aphasia treatment for telehealth co design of M MAT Tele.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Pierce_2024_adapting-group-multimodal-aphasia-treatm.txt
Pillalamarri SS - 2018 - Novel Bluetooth Enabled Tubeless Insulin Pump A User Experience Design Approach for a Connected Digi.txt,Pillalamarri_2018_novel-bluetooth-enabled-tubeless-insulin.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Pillalamarri SS - 2018 - Novel Bluetooth Enabled Tubeless Insulin Pump A User Experience Design Approach for a Connected Digi.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Pillalamarri_2018_novel-bluetooth-enabled-tubeless-insulin.txt
Pillsbury et al. - 2021 - Human centered implementation research a new approach to develop and evaluate implementation strateg.txt,Pillsbury_2021_human-implementation-research-new-approa.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Pillsbury et al. - 2021 - Human centered implementation research a new approach to develop and evaluate implementation strateg.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Pillsbury_2021_human-implementation-research-new-approa.txt
Pimminger S. et al. - 2024 - Towards a User Centered Design Approach for the Development of Social Assistive Robots in Office Env.txt,Pimminger_2024_towards-approach-development-social-assi.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Pimminger S. et al. - 2024 - Towards a User Centered Design Approach for the Development of Social Assistive Robots in Office Env.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Pimminger_2024_towards-approach-development-social-assi.txt
Plant et al. - 2024 - Developing an mHealth program to improve HIV care continuum outcomes among young Black gay and bisex.txt,Plant_2024_developing-mhealth-program-improve-hiv-c.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Plant et al. - 2024 - Developing an mHealth program to improve HIV care continuum outcomes among young Black gay and bisex.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Plant_2024_developing-mhealth-program-improve-hiv-c.txt
Poduval et al. - 2022 - Web Based Structured Education for Type 2 Diabetes Interdisciplinary User Centered Design Approach.txt,Poduval_2022_web-structured-education-type-2-diabetes.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Poduval et al. - 2022 - Web Based Structured Education for Type 2 Diabetes Interdisciplinary User Centered Design Approach.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Poduval_2022_web-structured-education-type-2-diabetes.txt
Poot et al. - 2023 - The Design of a Persuasive Game to Motivate People with Asthma in Adherence to Their Maintenance Med.txt,Poot_2023_persuasive-game-motivate-people-asthma-a.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Poot et al. - 2023 - The Design of a Persuasive Game to Motivate People with Asthma in Adherence to Their Maintenance Med.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Poot_2023_persuasive-game-motivate-people-asthma-a.txt
Pot et al. - 2018 - Systematically Developing a Web Based Tailored Intervention Promoting HPV Vaccination Acceptability.txt,Pot_2018_systematically-developing-web-tailored-i.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Pot et al. - 2018 - Systematically Developing a Web Based Tailored Intervention Promoting HPV Vaccination Acceptability.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Pot_2018_systematically-developing-web-tailored-i.txt
Prince et al. - 2019 - User Centered Design of a Web Based Tool to Support Management of Chemotherapy Related Toxicities in.txt,Prince_2019_web-tool-support-management-chemotherapy.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Prince et al. - 2019 - User Centered Design of a Web Based Tool to Support Management of Chemotherapy Related Toxicities in.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Prince_2019_web-tool-support-management-chemotherapy.txt
Priya K. and Upadhyay P. - 2021 - Assistive Devices for One Handed People Using Desktop Manufacturing Methods.txt,Priya-Upadhyay_2021_assistive-devices-one-handed-people-desk.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Priya K. and Upadhyay P. - 2021 - Assistive Devices for One Handed People Using Desktop Manufacturing Methods.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Priya-Upadhyay_2021_assistive-devices-one-handed-people-desk.txt
processing_log.txt,Unknown_0000_processing_log.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\processing_log.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Unknown_0000_processing_log.txt
Quintana et al. - 2007 - User centered design in a large scale naval ship design program Usability testing of complex militar.txt,Quintana_2007_large-scale-naval-ship-program-usability.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Quintana et al. - 2007 - User centered design in a large scale naval ship design program Usability testing of complex militar.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Quintana_2007_large-scale-naval-ship-program-usability.txt
Raatz et al. - 2019 - Developing the system architecture for conducting synchronous paediatric feeding assessments via tel.txt,Raatz_2019_developing-system-architecture-conductin.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Raatz et al. - 2019 - Developing the system architecture for conducting synchronous paediatric feeding assessments via tel.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Raatz_2019_developing-system-architecture-conductin.txt
Raghu et al. - 2015 - Engineering a mobile health tool for resource poor settings to assess and manage cardiovascular dise.txt,Raghu_2015_engineering-mobile-health-tool-resource.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Raghu et al. - 2015 - Engineering a mobile health tool for resource poor settings to assess and manage cardiovascular dise.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Raghu_2015_engineering-mobile-health-tool-resource.txt
Rahimi B. et al. - 2023 - Requirements specification design and evaluation of dental image exchange and management system with.txt,Rahimi_2023_requirements-specification-evaluation-de.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Rahimi B. et al. - 2023 - Requirements specification design and evaluation of dental image exchange and management system with.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Rahimi_2023_requirements-specification-evaluation-de.txt
Rankine et al. - 2021 - Optimizing e Consultations to Adolescent Medicine Specialists Qualitative Synthesis of Feedback From.txt,Rankine_2021_optimizing-e-consultations-adolescent-me.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Rankine et al. - 2021 - Optimizing e Consultations to Adolescent Medicine Specialists Qualitative Synthesis of Feedback From.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Rankine_2021_optimizing-e-consultations-adolescent-me.txt
