authors,confidence,decision,evidence,exclusion_reason,file_name,reasoning,title
"Allen Nsangi, Daniel Semakula, Sarah E. Rosenbaum, Andrew David Oxman, Matt Oxman, Angela Morelli, Astrid Austvoll-Dahlgren, Margaret Kaseje, Michael Mugisha, Anne-Marie Uwitonze, Claire Glenton, Simon Lewin, Atle Fretheim, Nelson Kaulukusi Sewankambo",High,Include,"""HCD_fullcycle"": [""A1 User Involvement: \""we employed a user-centred approach to designing IHC resources which entailed multiple iterative cycles of development (determining content scope, generating ideas, prototyping, testing, analysing and refining) based on continuous close collaboration with teachers and children.\"" - Methods"", ""A2 Iteration: \""We prototyped, piloted, and user-tested resources in four settings ... multiple iterative cycles of development\"" and \""We created three complete versions of the children’s book and teachers’ guide... We created Version 2... We created Version 3... Based on the users’ experiences... we agreed to make the following changes\"" - Abstract / Results"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""multiple iterative cycles of development (determining content scope, generating ideas, prototyping, testing, analysing and refining)\"" and descriptions of idea-generation workshops, prototyping workshops, pilot testing in classrooms, structured observations, and user-test interviews (e.g., \""We piloted early prototypes in workshops with teachers and children and through school visits... We used a structured form to record observations... We also carried out user-test interviews with individual children and teachers\"") - Methods / Results""], ""TASKS_elements"": [""\""Limitations: Time constraints in trying to synchronise the design schedule with the already busy school schedule\"" - Article summary (Limitations) - [Why it shows a designer barrier: explicitly reports a time constraint that affected the design schedule and ability to coordinate iterations with schools]"", ""\""The main challenges we identified included: the need to teach the teachers; developing resources that would work in schools without digital equipment and where languages other than English were spoken; finding time in the curriculum, and gaining buy-in from stakeholders (including teachers, parents, and policymakers).\"" - Results (Idea generation workshop) - [Why it shows a designer barrier: describes resource/skill constraints (teachers needed training), lack of equipment, language barriers, and curricular/time limits that forced design adaptations]"", ""\""We also still had not solved the problem of how to transfer our presentation role to a teacher who was unfamiliar with the concepts without relying on electronic equipment like PowerPoint or video.\"" - Results (Pilot testing/games) - [Why it shows a designer barrier: process/technical issue and skill-gap requiring the researchers to address transfer of delivery to teachers]"", ""\""For pilot testing, we recruited schools that were geographically accessible to our team, taught in English, and were willing to make time.\"" - Methods (Participants and setting) - [Why it shows a designer barrier: recruitment constrained by accessibility and willingness to make time, limiting sampling and affecting who designers could engage with]"", ""\""The most important problem that we identified was insufficient time to teach all the content included in Version 2. Based on the users’ experiences... we agreed to make the following changes... reduce the number of concepts included from 24 to 12 and we doubled the amount of time for each lesson.\"" - Results (Prototyping and pilot testing) - [Why it shows a designer barrier: school timetable/time-on-task constraints forced major redesign and scope reduction]""]}",,Nsangi et al. - 2020 - Development of the informed health choices resources in four countries to teach primary school child.txt,"Condition A: satisfied - The paper documents active involvement of teachers and children in co-design, multiple explicit iterative cycles, and evidence of understanding users, ideation, prototyping, and evaluation (pilot tests and user-test interviews).; Condition B: satisfied - The paper reports multiple designer-facing constraints (time/scheduling constraints, need to train teachers, lack of digital equipment and language barriers, recruitment limited to accessible/willing schools, and transfer-of-delivery challenges) that affected design choices and iteration.; Final rationale: The study reports a full user-centred HCD process with clear user involvement, iteration, and all four lifecycle phases, and it documents concrete constraints experienced by the design team that influenced the design process; therefore it meets both Condition A and Condition B and should be included.",Development of the informed health choices resources in four countries to teach primary school children to assess claims about treatment effects: a qualitative study employing a user-centred approach
Indra Febrio Nugroho; Fitra Arifiansyah,High,Exclude,"""HCD_fullcycle"": [""A1 User Involvement: The user requirements of interaction design of ITB mental health services are gathered through research by questionnaires and interviews. - Abstract / Planning Design Process"", ""A2 Iteration: Design evaluation is done in two iterations for each completion of the high-fidelity prototype. - Design Evaluation (V)"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): Understanding: research is carried out using two methods, namely questionnaires and interviews to determine the characteristics of mental health service applications users. Ideation: The features of the proposed design interaction of mental health services can be seen on Table IV and a newly proposed user flow is presented. Prototyping: The design solution will be implemented in two level of prototypes, they are low-fidelity prototype and high-fidelity prototype. Evaluation: Usability tests are carried out on five participants with completion rate, SEQ, SUS, and IMI metrics. - Planning Design Process / Specifying User Requirements / Design Implementation / Design Evaluation""], ""TASKS_elements"": []}",No evidence of designer-facing tasks/constraints experienced during the project (Condition B not satisfied),Nugroho I.F. et al. - 2022 - Designing Interaction of Institut Teknologi Bandung Mental Health Services.txt,"Condition A: satisfied - The paper reports user involvement via questionnaires and interviews, explicit iterative evaluation (two iterations), and evidence of all four lifecycle phases (user research/understanding, specification of features and user flow as ideation, low- and high-fidelity prototyping, and usability evaluation).; Condition B: not satisfied - The manuscript contains no explicit statements describing difficulties, constraints, or barriers experienced by the designers (no mentions of limited resources affecting design, recruitment/access problems that forced adaptations, cognitive/skill gaps of designers, or process/technical issues that impeded design activities).; Final rationale: Although the study fulfills the full HCD cycle (Condition A), it fails Condition B because there is no documented evidence that designers encountered and adapted to project-specific constraints or barriers. Per decision rules, both conditions must be met for inclusion.",Designing Interaction of Institut Teknologi Bandung Mental Health Services
"Daniel T. Nystrom, Hardeep Singh, Jessica Baldwin, Dean F. Sittig, Traber D. Giardina",High,Include,"""HCD_fullcycle"": [""A1 User Involvement: \""Between each testing session, each version of the test result interface underwent considerable changes based on feedback provided by participants in previous usability testing sessions and prior results of the evaluation phase.\"" - [Design Process / Results]"", ""A2 Iteration: \""Findings from our evaluation resulted in 6 design iterations of the interface.\"" - [Abstract / Results]"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""we used findings from previous research eliciting patient information needs for understanding their laboratory test results to inform the design of a prototype laboratory test result review interface\""; \""After collecting patient information needs and requirements from previous literature, we used Axure® prototyping software to generate an html version of the prototype test result interface.\""; \""we used multiple evaluation methods, including focus group review sessions, expert consultation, and user testing, to make iterative design changes.\"" - [Objectives / System Design / Iterative Prototype Refinement and Evaluation]""], ""TASKS_elements"": [""\""Aside from a low sample size, the main limitation of the user testing portion of our evaluation is the lack of a homologous 'stimuli' to test with participants. In the current study, we chose to implement a semi-structured design process that refrained from using a strict schedule to determine when to begin testing and making interface improvements during the design of the interface. This methodology increased the speed at which the interface could be produced at the cost of rigorous experimental design.\"" - [Limitations] - [Shows a process constraint that reduced experimental rigor and affected the designers' ability to conduct structured, comparable testing/iteration]"", ""\""An additional limitation that may affect the generalizability of the results of this study is the large percentage (71 percent) of patients who had history of working in health care prior to participating in this study.\"" - [Limitations] - [Shows a participant-sampling constraint that limited data diversity and the designers' ability to obtain representative user feedback]""]}",,Nystrom DT - 2018 - Methods for Patient Centered Interface Design of Test Result Display in Online Portals.txt,"Condition A: satisfied - Users actively shaped the design through usability testing feedback that produced multiple explicit iterations, and the study documents ideation, prototyping (Axure HTML prototypes), and evaluation (focus groups, expert consultation, user testing, SUS, questionnaires). Understanding users was operationalized via requirement-elicitation studies from the literature which informed the initial design and are explicitly cited.; Condition B: satisfied - The authors report designer-facing constraints in the Limitations (low sample size; lack of homogeneous stimuli and a semi-structured testing schedule) and a participant composition bias (71% healthcare background) that limited data diversity, all of which affected the designers' ability to perform rigorous, generalizable design evaluation.; Final rationale: The paper documents a user-involved, iterative, full HCD cycle (understanding via requirement elicitation, ideation, prototyping, and evaluation) and reports concrete designer-facing process and sampling constraints affecting the design/evaluation activities; therefore it meets both Condition A and Condition B and is included.",Methods for Patient-Centered Interface Design of Test Result Display in Online Portals
"Muthoni Ogola, John Wainaina, Naomi Muinga, Wairimu Kimani, Maureen Muriithi, Jalemba Aluvaala, Mike English, Grace Irimu",High,Include,"""HCD_fullcycle"": [""A1 User Involvement: \""the prototype audit tool was taken through several cycles of reviewing with users on real cases in a high volume newborn unit and refining it based on their feedback\"" - Abstract/Methods"", ""A2 Iteration: \""The tool went through 15 revisions during the study period until we reached a point of saturation on the feedback from the end users during each audit cycle.\"" - Phase one / Methods"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""A three-step Human Centred Design approach was used that began by (1) understanding the context, the users and the available audit tools through literature, focus group discussions and a consensus meeting that was used to develop a prototype audit tool and its implementation guide, (2) the prototype audit tool was taken through several cycles of reviewing with users on real cases in a high volume newborn unit and refining it based on their feedback, and (3) the final prototype tool and the implementation guide were then tested in two high volume newborn units to determine their usability.\"" - Abstract/Methods""], ""TASKS_elements"": [""\""The use of real cases however led to several interruptions in the design process due to several HCW strikes and restrictions on meetings due to the COVID-19 pandemic.\"" - Discussion - This shows participant access issues and external disruptions that interrupted designers' iterative process and forced adaptation."", ""\""Another limitation was the inability to include more than two hospitals in the testing phase. The intention was to include as many hospitals as possible, however, this was disrupted by the COVID-19 pandemic and a nationwide strike that involved most of the hospitals except for the two that were included.\"" - Limitations - This documents a constraint that prevented designers from conducting planned wider usability testing, limiting evaluation and generalizability."", ""\""there were however a few participants who were not proficient in using the Zoom platform and were allowed to unmute and give their verbal consent.\"" - Methods/Ethics - This indicates skill/access limitations among participants that required the researchers/designers to modify consent procedures and engagement approach.""]}",,Ogola M - 2023 - Development of a small and sick newborn clinical audit tool and its implementation guide using a hum.txt,"Condition A: satisfied - Clear evidence of active user involvement (FGDs, cognitive walkthroughs, consensus workshop, user personas), explicit multiple iterations (15 revisions, several cycles), and a complete lifecycle (context understanding, ideation/prototype creation, prototyping, and usability evaluation in hospitals).; Condition B: satisfied - The team reported concrete designer-facing constraints (HCW strikes, COVID-19 restrictions, inability to include more hospitals, participant Zoom proficiency issues) that impeded iteration and testing.; Final rationale: The study reports an HCD process with active user participation, repeated iterative refinements, and full lifecycle activities plus documented barriers that affected the designers' ability to perform planned activities; therefore it meets both Condition A and Condition B and is included.",Development of a small and sick newborn clinical audit tool and its implementation guide using a human-centred design approach newborn clinical audit process and design
"Steinunn A. Olafsdottir, Helga Jonsdottir, Charlotte Magnusson, Héctor Caltenco, Mikko Kytö, Laura Maye, David McGookin, Ingibjörg Bjartmarz, Solveig Asa Arnadottir, Ingibjörg Hjaltadottir, Thora B. Hafsteinsdottir",High,Include,"""HCD_fullcycle"": [""A1 User Involvement: \""We involved stroke survivors with a mild to moderate level of physical disability (Modified Rankin Scale 2–4), informal caregivers, rehabilitation professionals and other stakeholders in the whole development process to gain their feedback on the development.\"" - Methods: Step 2 Initial user study and iterative tests"", ""A2 Iteration: \""small technical tests were performed iteratively in Sweden and Finland... iterative tests were performed in Sweden and Finland to test the design and technical systems of the prototypes... workshops were also held for stroke survivors, caregivers and rehabilitation professionals during the development process, where different prototypes were presented to solicit feedback and input on usability.\"" - Methods: Human-centred design and co-design / Step 2"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""A three-step procedure was used for the development of ActivABLES which included: (1) identifying the evidence and outcomes... (2) implementation of an initial user study and iterative tests which included qualitative individual and focus group interviews with stroke survivors, caregivers and professionals, and (3) preliminary testing where each prototype was tested in the home of seven stroke survivors for a few hours.\"" - Methods: Overview of development process""], ""TASKS_elements"": [""\""The main limitations of this study include technical problems, which are inherent when using experimental prototypes that are primitive and fragile and need to be delicately handled. In the development process, the technicians were involved at all times so they could solve the emerging problems.\"" - Discussion/Limitations - Why it shows a designer barrier: Technical problems with fragile prototypes required ongoing technician involvement and constrained development and testing activities."", ""\""Due to lack of time, it was not possible to develop these possibilities further prior to the feasibility study. Therefore, the exercises were repetitive movements...\"" - Methods/Table 2 (Preliminary testing notes for ActivBALL and ActivSTICKS) - Why it shows a designer barrier: Explicit resource/time limitation that prevented planned further feature development and iteration."", ""\""Further development of the glove turned out to be quite complex and needed extensive expertise. Therefore, it was decided not to develop it further at this point.\"" - Methods/Table 3 (ActivGLOVE exclusion) - Why it shows a designer barrier: Skill/knowledge gap and technical complexity constrained designers from continuing development of that prototype.""]}",,Olafsdottir et al. - 2020 - Developing ActivABLES for community dwelling stroke survivors using the Medical Research Council fra.txt,"Condition A: satisfied - The paper documents active involvement of future users (co-design, interviews, workshops), explicit iterative testing and refinement, and the three-step process demonstrates understanding (user studies), ideation (workshops and concept generation), prototyping (eight prototypes) and evaluation (preliminary home testing with observations and interviews).; Condition B: satisfied - The paper reports multiple designer-facing constraints: technical problems with prototypes requiring technician intervention, lack of time preventing further development of planned features, and technical complexity/need for expertise that halted development of a prototype.; Final rationale: The study meets the full HCD cycle requirements (A1-A3) and provides explicit evidence of designer-experienced constraints (resource/time limits, technical problems, skill gaps). Therefore it should be included.",Developing ActivABLES for community-dwelling stroke survivors using the Medical Research Council framework for complex interventions
"Eliza Oliveira, Daniel Carvalho, Fernando Ramos, Luís Pedro, Maria João Antunes, Margarida Almeida, Oksana Tymoshchuk",Medium,Needs Review,"""HCD_fullcycle"": [""A1 User Involvement: \""the introductory phase of the project included the identification of the users’ needs and comprised a systematic literature review and interview with local agent and regional initiatives (Silva et al., 2019, 2020; Tymoshchuk et al., 2019a, 2019b).\"" - Methods/Conceptual Stage"", ""A2 Iteration: \""The user evaluation process of the CeNTER Project relies on a spiral model of iterative design, including early testing of the low-fidelity mock-ups with team members, medium-fidelity prototype evaluation by experts, and tests with end-users.\"" - Evaluation Methods"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""(i) observation of the user to try to understand their interests, motives and real needs... (ii) devise different solutions, such as conceptual models... (iii) create interactive prototypes; (iv) test and evaluate the prototypes (Norman, 2013).\"" plus descriptions of \""Conceptual Stage\"" (brainstorming, user flow, paper sketches), \""Component Stage\"" (wireframes), and \""Interactive Stage\"" (medium fidelity prototype using Principle) and expert evaluations - Digital Prototype Development Methodologies / Conceptual/Component/Interactive Stages / Evaluation Methods""], ""TASKS_elements"": [""\""Only the experts of the ICT area were able to explore the drag and drop interaction without any clue from the CeNTER team.\"" - Experts’ Assessment Results - [Why it shows a designer barrier: indicates the interaction paradigm was not discoverable by some evaluators, forcing the design team to consider alternative interaction models and naming conventions, i.e., an adaptation in design choices due to evaluators' inability to use the prototype]"", ""\""Prototyping errors correspond to inconsistencies in the use of the prototype and the user interface, such as different icons representing the same function, or lack of an icon that should be available by default (e.g., the absence of the return icon on some screens, with consequent impossibility to perform this action); screens with too much information and interactions that conveyed a sense of lack of control of the prototype contents.\"" - Observation and Think-Aloud - [Why it shows a designer barrier: these prototyping errors prevented intended interactions and required the design team to allocate effort to fix core navigation/usability issues]"", ""\""The validation of the CeNTER prototype is not near to be done, however. Future work includes performing laboratory tests with end-users. But before further tests are made, the final experts’ suggestions for improvements need to be considered.\"" - The Future of the Center Prototype Application - [Why it shows a designer barrier: indicates current limits in validation/testing scope that delay further user testing and iteration, constraining the designers' ability to complete the design-evaluation cycle]""]}",,Oliveira E. et al. - 2023 - Prototyping a Digital Platform to Promote Hyper mediation Practices in the Territory.txt,"Condition A: satisfied - The paper documents user-need identification via interviews, explicit ideation (brainstorming, user flows), multiple prototyping stages (sketches, wireframes, medium-fidelity interactive prototype) and evaluation (heuristic expert panels and think-aloud), and describes an iterative spiral model.; Condition B: ambiguous / not clearly satisfied - The manuscript reports several prototyping errors and that certain interactions were not discoverable by non-technical evaluators, which imply design adaptations; however it does not clearly state constraints experienced by the designers themselves in terms of resources, participant access, staffing, or explicit process/technical barriers that prevented planned design activities. The available statements could be interpreted as designer-facing constraints but are not explicitly framed as difficulties experienced by the design team.; Final rationale: Condition A (full HCD cycle) is well evidenced in the Methods and Results. Evidence for Condition B (explicit designer-experienced tasks/constraints) is present but ambiguous and not explicit according to the decision rules; therefore this record requires further review (e.g., check full paper or other sections for explicit statements about designer constraints such as recruitment issues, time/funding limits, or coordination problems) before a final inclusion/exclusion decision can be made.",Prototyping a Digital Platform to Promote (Hyper)mediation Practices in the Territory
"Uchechukwu Solomon Onyeabor, Wilfred Okwudili Okenwa, Okechukwu Onwuasoigwe, Omolade Ayoola Lasebikan, Thorsten Schaaf, Niels Pinkwart, Felix Balzer",High,Include,"""HCD_fullcycle"": [""A1 User Involvement: \""This research employed an agile and human-centred design thinking philosophy, which saw the researchers iteratively collaborate with clinicians across the system development value chain.\"" - Methods (Research design / Abstract)"", ""A2 Iteration: \""The three senior orthopaedic surgeons provided the specifications for the remote patient monitoring and engagement module or portal. They also iteratively evaluated the improved prototypes until the final module was ready.\"" - Methods (Research design)"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""the researchers employed interviews and observations of existing healthcare protocols and workflow\"" (Understanding) ; \""Figure 1 represents the patient... use cases captured several potential functionalities\"" and \""Figure 4 shows a wireframe of the Patient Portal\"" (Ideation/Prototyping) ; \""After the system’s testing and implementation, it was evaluated for usability by a 20-patient sample... through a survey based on the system usability scale (SUS).\"" (Evaluation) - Methods, System interaction/Interface sections, Results""], ""TASKS_elements"": [""\""Another limitation was the inability to include real patients in the evaluation of the WB-RPMS Patient Portal. This was due to the fact that the patients who presented themselves for outpatient clinics at these teaching hospitals were often visibly dealing with precarious health challenges, and it would appear insensitive to want to subject them to evaluation of a digital healthcare system.\"" - Limitations - [Counts as participant access issue that prevented direct user evaluation; forced designers to use patient representatives rather than real patients]"", ""\""The choice of patient representatives was because it was not always easy to get the attention and consent of real patients to review and evaluate new digital healthcare systems... they randomly selected a 20-patient sample from young university graduates...\"" - Methods (Research design) - [Shows recruitment/participant access constraint that affected evaluation approach]""]}",,Onyeabor et al. - 2024 - Telemedicine in the age of the pandemics The prospects of web based remote patient monitoring system.txt,"Condition A: satisfied - clear evidence of user/stakeholder involvement (clinicians participated and shaped design), explicit iterative refinement, and documented activities corresponding to understanding users (interviews/observations), ideation (use cases/wireframes), prototyping (prototypes, architecture, wireframes) and evaluation (SUS usability test).; Condition B: satisfied - authors report participant access constraints and inability to include real patients which affected their ability to perform user evaluation, forcing use of patient representatives; this is a designer-facing barrier (participant access/resource limitation).; Final rationale: The paper reports a full HCD cycle with iterative clinician involvement and prototype evaluation, and documents at least one designer-facing constraint (inability to recruit/evaluate real patients) that affected design/evaluation activities, meeting both Condition A and Condition B for inclusion.",Telemedicine in the age of the pandemics: The prospects of web-based remote patient monitoring systems for orthopaedic ambulatory care management in the developing economies
"Oladapo Oyebode, Mona Alhasani, Dinesh Mulchandani, Tolulope Olagunju, Rita Orji",High,Exclude,"""HCD_fullcycle"": [""A1 User Involvement: \""To understand our target audience, we conducted two focus group sessions. This allowed us to gather broad and diverse perspectives from participants with respect to their sleep habits such as sleep duration, bedtime, wakeup time, sleep disturbance and contributing factors, etc.\"" - III. METHOD, Study 1: Focus Group"", ""A2 Iteration: \""we employed the user-centered design approach in five stages. ... Second, we design low-fidelity prototypes (LFP) ... Third, we conduct a user study to assess perceived persuasiveness ... Fourth, we design high-fidelity prototypes (HFP) ... Finally, we conduct a usability evaluation of the high-fidelity prototypes (HFP) and then refine the HFP based on qualitative feedback after thematic analysis.\"" - Abstract / III. METHOD (overall description of stages) and III.C Study 3: High-Fidelity Prototypes and Evaluation (refinement)"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""To achieve our goal, we employ a user-centered design approach that involves conducting focus group (FG) sessions to elicit user preferences, followed by low-fidelity prototype design and evaluation, and then high-fidelity prototype design and evaluation.\"" - III. METHOD""], ""TASKS_elements"": []}","Condition B not satisfied - no reported designer-facing difficulties or constraints (e.g., resource limits, participant access issues, skill gaps, or process barriers) in Methods/Results/Discussion/Conclusion/Limitations.",Oyebode O. et al. - 2021 - SleepFit A Persuasive Mobile App for Improving Sleep Habits in Young Adults.txt,"Condition A: satisfied - The paper documents active user involvement (focus groups informing features), explicit iteration (LFP → evaluation → HFP → usability evaluation → refinement), and a complete lifecycle (user understanding via FGs, ideation/design of prototypes, prototyping at low and high fidelity, and evaluation of both LFP and HFP).; Condition B: not satisfied - There is no text in Methods, Results, Discussion, Conclusion, or Limitations describing difficulties or constraints experienced by the designers (no evidence of resource limits, participant access issues that hindered design, designer cognitive/skill gaps, or process/technical barriers that forced adaptation).; Final rationale: Although the study meets the full HCD cycle criteria, it does not provide any designer-facing task/constraint evidence required by Condition B, so per the decision rules the paper must be excluded.",SleepFit: A Persuasive Mobile App for Improving Sleep Habits in Young Adults
"Donatella Panatto, Alexander Domnich, Roberto Gasparini, Paolo Bonanni, Giancarlo Icardi, Daniela Amicizia, Lucia Arata, Nicola Luigi Bragazzi, Alessio Signori, Paolo Landa, Angela Bechini & Sara Boccalini",High,Include,"""HCD_fullcycle"": [""A1 User Involvement: \""Its content, layout and usability were discussed and formally tested during several workshops that involved the principal stakeholders, including experts in IPD and information technology and potential end-users.\"" - Methods/Development"", ""A2 Iteration: \""Following several workshops, it was decided that, in order to make the app more interactive, its core should be a personal 'checker'...\"" and \""Consecutive reviews allowed us to identify and address several criticalities of the app prototype... Once the above criticalities had been addressed, the second prototype was formally tested by both experts and potential end-users (N = 8, age 25–48 years).\"" - Methods/Development"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""The need for an evidence-based online resource on IPD was evaluated...\"" (understanding need) ; \""its design, content and target group were conceptualized and established; pilot versions were created\"" (ideation) ; \""an app prototype was created... the second prototype was formally tested\"" (prototyping) ; \""This underwent both expert- and user-based evaluation of its usability... Technical effectiveness and relative efficiency were judged acceptable...\"" (evaluation) - Methods/Results""], ""TASKS_elements"": [""\""Possible combinations of single risk factors were not considered, owing to the lack of data.\"" - Methods/Design - Why it shows a designer barrier: explicitly states a lack of data prevented the designers from implementing combined-risk calculations, a constraint that limited design choices."", ""\""Preliminary linguistic analysis of the checker raised several concerns and revealed a suboptimal readability level; several language modifications were therefore made in order to facilitate comprehension.\"" - Methods/Content development - Why it shows a designer barrier: indicates designers encountered readability/communication problems that required reworking the content, a design challenge they had to address."", ""\""since in our usability study only few participants, which cannot be considered representative of the target population, were involved, 'Pneumo Rischio' will be tested for both usability and perceived usefulness in a larger sample of users.\"" - Discussion/Limitations - Why it shows a designer barrier: acknowledges the small usability sample limited their ability to evaluate the design with representative users, constraining the design evaluation process.""]}",,Panatto et al. - 2016 - Development and preliminary data on the use of a mobile app specifically designed to increase commun.txt,"Condition A: satisfied - The paper documents active user/stakeholder involvement in workshops and user-based testing (A1), explicit iterative refinement with multiple prototypes and reviews (A2), and evidence of all lifecycle phases: need assessment/understanding, ideation, prototyping (multiple prototypes), and evaluation (usability testing and analytics) (A3).; Condition B: satisfied - The authors report designer-facing constraints including lack of data preventing combined-risk modeling, readability issues requiring repeated content revisions, and a limited usability sample that constrained evaluation—each representing barriers experienced by the design team.; Final rationale: The study reports a complete user-centered, iterative design process with prototyping and evaluation, and it documents concrete constraints that affected the designers' work; therefore it meets both Condition A and Condition B and is included.",Development and preliminary data on the use of a mobile app specifically designed to increase community awareness of invasive pneumococcal disease and its prevention
"DP, AKi, PT, JG",High,Exclude,"""HCD_fullcycle"": [""A1 User Involvement: \""The insights and themes found during interviews and feedback sessions were used to refine future prototypes.\"" - Domain 3: Reporting (item 30)"", ""A2 Iteration: \""...feedback sessions were used to refine future prototypes.\"" - Domain 3: Reporting (item 30)"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""quotations were used to illustrate themes for the inspiration phase and quotes were identified.\"" and \""The insights and themes found during interviews and feedback sessions were used to refine future prototypes.\"" - Domain 3: Reporting (items 29, 30)""], ""TASKS_elements"": []}",Missing evidence of complete HCD lifecycle (no explicit ideation phase) and no evidence of designer-experienced task constraints,Patel et al. - 2020 - Iterative Adaptation of a Tuberculosis Digital Medication Adherence Technology to Meet User Needs Qu.txt,"Condition A: not satisfied - while there is clear user involvement (inspiration phase) and mention of feedback informing prototypes, the report does not explicitly document the ideation phase (concept generation/workshops) required to demonstrate a complete HCD lifecycle.; Condition B: not satisfied - the provided Methods/Results/Discussion do not report any difficulties or constraints experienced by designers (no explicit resource limits, participant-access barriers, skill gaps, or process issues affecting designers' ability to conduct design activities).; Final rationale: Excluded because the paper does not clearly demonstrate the full HCD cycle (missing explicit evidence of ideation) and contains no valid evidence of designer-experienced task constraints required by Condition B.",
"Teresa Paulino, John Muñoz, Sergi Bermudez, Mónica S. Cameirão",High,Include,"""HCD_fullcycle"": [""A1 User Involvement: \""For requirements elicitation we have chosen a conversational method, under the form of semi-structured interviews. 12 participants were invited to collaborate in the initial process of requirements elicitation: 5 physiotherapists, 2 occupational therapists, and 5 physical training instructors\"" - Methods: 2.1.1 Interviews with Health Professionals"", ""A2 Iteration: \""In parallel with the software design process, a low-fidelity paper prototype was built... two traditional techniques were chosen and iterated: card sorting and paper prototype tests\"" - Methods: 2.3 Human-Computer Interaction"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""For requirements elicitation... 12 participants...\"" (understanding users) - Methods: 2.1.1 Interviews with Health Professionals; \""The software design process started by creating the use cases based on the requirements list... enabling the creation of diagrams such as high-level classes, activity, and architecture diagrams\"" (ideation/software design) - Methods: 2.2 Software Design; \""a low-fidelity paper prototype was built to assist in the design of the software diagrams\"" (prototyping) - Methods: 2.3 Human-Computer Interaction; \""Two participants... were invited and asked to accomplish two tasks and to think aloud while they were performing the actions. Each session lasted about 30 min. Participants managed to successfully accomplish both tasks faster than expected.\"" (evaluation) - Methods: 2.3.2 Paper Prototype Evaluation""], ""TASKS_elements"": [""\""We found it sometimes hard to differentiate the exergames from the integrative system. Specifically, participants tended to always answer considering the effectiveness and concerns of the exergames.\"" - Discussion: This describes a designer-facing difficulty in requirement elicitation where participant responses confused system boundaries, forcing designers to adapt their elicitation approach."", ""\""A data cleaning step was manually performed merging similar codes and removing the ones which corresponded to suggestions and opinions that were not considered requirements for the proposed system due to their high diversity.\"" - Methods: 2.1.2 Requirements Prioritization - This indicates a burden on designers/researchers to reconcile highly diverse and noisy input, a constraint affecting their ability to derive clear requirements.""]}",,Paulino et al. - 2019 - Design of an Integrative System for Configurable Exergames Targeting the Senior Population.txt,"Condition A: satisfied - The paper documents active user involvement through semi-structured interviews and participatory techniques (card sorting, paper prototyping), explicit iterative application of HCI techniques, and evidence of all four lifecycle phases (understanding via interviews, ideation/software design/use cases, prototyping via paper prototypes, and evaluation via testing sessions).; Condition B: satisfied - The authors report designer-experienced difficulties (confusion in elicitation when participants conflated exergames and the system; manual heavy data-cleaning to merge diverse codes), which constrained and affected the design activities.; Final rationale: The methods and results sections provide clear evidence of a full human-centred design cycle with iterative user involvement, and the discussion/methods describe concrete challenges encountered by the designers during elicitation and requirements processing. Therefore the study meets both Condition A and Condition B and is included.",Design of an Integrative System for Conﬁgurable Exergames Targeting the Senior Population
