authors,confidence,decision,evidence,exclusion_reason,file_name,reasoning,title
Muhammad Almeriztama Fauzan; Dawam Dwi Jatmiko Suwawi; Aristyo Hadikusuma,High,Include,"""HCD_fullcycle"": [""A1 User Involvement: \""In this research, the method used is User-Centered Design (UCD) which involves the user in every process.\"" - Methods (Introduction / Methodology)"", ""A1 User Involvement: \""Researchers recruited five fixed participants for each stage of this research. These 5 participants will take part in usability and interviews.\"" - Methods (Context Analysis / Determine participants)"", ""A2 Iteration: \""1) Low-Fidelity Design: ... The goal of making low-fidelity designs is to get feedback from the user at the initial stage.\"" and \""2) High-Fidelity Design: After creating a low-fidelity design, researchers created a high-fidelity version ...\"" and \""3) Prototype: ...\"" - Methods (Design)"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""The e-library mobile application's design was performed using the UCD method. This method has four steps to follow: a) context analysis; b) defining the requirements; c) design; d) evaluation.\"" - Methods (Methodology)""], ""TASKS_elements"": [""\""Due to this research's time constraints and qualitative nature, Researchers could take on 5 participants.\"" - Methods (Context Analysis / Determine participants) - This states a resource/time constraint experienced by the researchers that limited participant numbers, a designer-facing limitation affecting study design and data collection.""]}",,Fauzan M.A. et al. - 2023 - User Interface Design for A University E Library Mobile App Using User Centered Design.txt,"Condition A: satisfied - The paper documents user involvement through interviews and repeated engagement across stages (context analysis, persona interviews, low-fidelity feedback), shows iterative refinement from low-fidelity to high-fidelity to prototype, and presents all four lifecycle phases (understanding, requirements/ideation, prototyping, evaluation).; Condition B: satisfied - The authors explicitly report time constraints that limited participant recruitment, a resource limitation that affected designers' ability to conduct broader user studies.; Final rationale: The study reports a complete UCD cycle with active user involvement and iterative design steps, and documents a concrete designer-facing constraint (time limiting participant number); therefore it meets both Condition A and Condition B and is included.",User Interface Design for A University E-Library Mobile App Using User-Centered Design
Somayeh Fazaeli; Taleb Khodaveisi; Ali Khorsand Vakilzadeh; Mehdi Yousefi; Atousa Ariafar; Mohsen Shokoohizadeh; Saeed Mohammad-Pour,High,Include,"""HCD_fullcycle"": [""A1 User Involvement: This focus group discussion was held with the presence of 10 potential users of the system, including hospital managers, nursing managers, heads of relevant departments (infectious disease specialists), and heads of COVID-19 committees (emergency medicine specialists). - Methods"", ""A2 Iteration: In the final phase (i.e., evaluation of the designs), 1 week after the prototype was available to users, the third focus group was held with the same participants who had attended the second focus group... Eventually, the final version of the dashboard system was developed after the comments and suggestions received from users and the required changes were applied to the designed prototype. - Methods"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): Understanding: 'The main goals of designing this dashboard for real-time analysis and management of COVID-19 disease and the general features of this dashboard were examined through brainstorming during the first focus group discussion.' (Methods); Ideation/Design solutions: 'In the creation of the design solutions phase, the specialized software design team developed the dashboard prototype using the Power BI Desktop software based on the identified data elements and requirements from the previous step.' (Methods); Prototyping: 'the designed prototype was integrated with the hospital information system (HIS) and its capabilities and visual features were displayed to the users.' (Methods); Evaluation: 'their satisfaction was measured based on the end-user satisfaction model... The dashboard software was then provided to participants to evaluate after working with the dashboard through the completion of a designed paper questionnaire.' (Methods/Results)""], ""TASKS_elements"": [""Regarding the limitations of the present study, one can refer to the fact that due to the critical situation of the COVID-19 pandemic, focus group interviews with potential users were withheld. Moreover, since the present study was conducted in only one center, the number of participants involved in the development and implementation of the dashboard was small. - Discussion/Limitations - This describes a constraint that affected designers' ability to conduct planned user engagement (withheld focus group interviews) and resulted in a small participant pool, limiting designers' access to user feedback and data.""]}",,Fazaeli et al. - 2021 - Development Implementation and User Evaluation of COVID 19 Dashboard in a Third Level Hospital in Ir.txt,"Condition A: satisfied - The Methods report explicit user involvement in multiple focus groups and nominal group technique (A1), multiple iterative cycles including prototype, third focus group and finalization after feedback (A2), and documented steps covering understanding users, ideation/design, prototyping, and evaluation (A3).; Condition B: satisfied - The Limitations state focus group interviews were withheld due to the pandemic and the study had a small participant pool, which limited designers' ability to engage users and gather feedback during design.; Final rationale: The paper documents a full user-centered design cycle with active user participation and iterative refinement, and also reports design-facing constraints (limited/withheld focus groups and small sample) that impacted the design process; therefore it meets both Condition A and Condition B and is included.","Development, Implementation, and User Evaluation of COVID-19 Dashboard in a Third-Level Hospital in Iran"
Giuseppe Fico; Antonio Martinez-Millana; Jan-Paul Leuteritz; Alessio Fioravanti; Maria Eugenia Beltran; Vicente Traver; Maria Teresa Arredondo,High,Exclude,"""HCD_fullcycle"": [""A1 User Involvement: \""These factors were used for the creation of mock-ups that were evaluated and refined through focus groups and face-to-face interviews with end-users.\"" - Methods (2.1) "", ""A2 Iteration: \""The methodology of this study consisted in three iterative cycles: usage scenario definition, user archetype definition and system development, as described in Fig. 1.\"" - Methods (2.1)"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""In the first cycle we defined a situation/problem-oriented representation of the disease involving patients and clinicians... These factors were used for the creation of mock-ups... The prototypes were assessed in usability tests and interviews with patients representing the different PERSONAs, providing feedback and substantial changes in the final system development (third and final cycle).\"" - Methods (2.1)""], ""TASKS_elements"": []}",No evidence of designer-experienced difficulties or constraints during the project (no TASKS elements reported),Fico et al. - 2019 - User Centered Design to Improve Information Exchange in Diabetes Care Through eHealth Results from a.txt,"Condition A: satisfied - The paper documents active user involvement, explicit three iterative cycles, and evidence of understanding (scenarios/interviews), ideation (technological factors and mock-ups), prototyping (mock-ups and prototypes), and evaluation (usability tests and pilot study).; Condition B: not satisfied - The manuscript does not report clear evidence of difficulties or constraints experienced by the designers (no statements about resource limits, participant access problems affecting design, designer cognitive/skill gaps, or process/technical issues that forced adaptations).; Final rationale: Because Condition A (full HCD cycle) is met but Condition B (designer-experienced task/constraint evidence) is not supported by the provided text, the paper is excluded.",User Centered Design to improve information exchange in Diabetes Care through eHealth: Results from a small scale exploratory study
Kelsie T Forbush; Kara A Christensen Pacella; Marianna L Thomeczek; Sara R Gould; Danielle A N Chapa; Brianne N Richson; Victoria L Perko; Joseph Ayres; Yiyang Chen; Sonakshi Negi,High,Include,"""HCD_fullcycle"": [""A1 User Involvement: \""After the initial pilot-testing, we evaluated end user feedback collected in phase 2 and held 2 workshops with trainees (n=4) who served as BEST-U 1.0 treatment providers and made minor changes to the app based on their feedback.\"" - Phase 3: Redesign"", ""A1 User Involvement: \""Coaches reported that several participants expressed interest in having continuous access to the information from meal logs and daily surveys... coaches recommended the use of a PDF that compiled the data into a user-friendly format so that it could be downloaded from the Coaches’ Dashboard and viewed and discussed with participants with ease.\"" - Phase 3: Redesign"", ""A2 Iteration: \""We undertook a 4-phase iterative development process that focused on user-centered design. The 4 phases included needs assessment ... prototype development and initial evaluation in a pilot trial, redesign, and further pilot-testing to assess the usability and acceptability of the final version of the mHealth app.\"" - Methods Overview"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""Our needs assessment included 2 components. First, we surveyed the directors of treatment centers... Second, we conducted a needs assessment based on a literature review\"" (Understanding) - Phase 1: Needs Assessment; \""the study clinical research coordinator met once per week with the treatment development team to discuss content and create a paper-based outline of session content that was reviewed and revised at subsequent meetings\"" (Ideation) - Phase 2: Prototype Development; \""Once an outline was approved by all team members, the content was programmed into the PiLR MEI Research platform and pilot-tested by trainees\"" (Prototyping) - Phase 2: Prototype Development; \""we conducted an additional pilot study to assess the usability and acceptability of BEST-U 2.0 in university students (n=47)\"" (Evaluation) - Phase 4: Further Pilot-Testing""], ""TASKS_elements"": [""\""recruitment for this phase began during the COVID-19 pandemic, which resulted in some participants delaying or canceling participation because they did not want to complete the in-person medical examination.\"" - Phase 4: Further Pilot-Testing - Why: Participant access issues during COVID-19 hindered recruitment/enrollment, limiting designers' ability to run planned pilot-testing and iterate."", ""\""Toward the latter part of the project, we had a higher response than anticipated, with many more students expressing interest than we were able to serve, resulting in a staffing-driven bottleneck in admitting students to the program.\"" - Limitations - Why: Resource/personnel limits constrained the team's ability to enroll participants and scale testing, a designer-facing resource limitation."", ""\""a small number of surveys not being delivered to the participants’ BEST-U app during the intervention... PiLR computer engineers thoroughly investigated and troubleshooted the issue, which required a temporary halt in access to the app. However, because the participants were actively engaged in our treatment when these issues arose, we were unable to pause the study, which limited the testing capabilities of the computer engineers.\"" - Limitations - Why: Technical/platform failures interrupted data collection and limited the team's ability to perform iterative testing and fixes."", ""\""The PiLR platform does not allow users to review submitted information, and once a user advances the content of the app, they cannot return to the earlier screens... Coaches... reported difficulty in quickly reading and interpreting the raw data from the server. We attempted to address issues related to the coach’s concerns about the readability of data by creating automated PDF weekly summary sheets... However, flaws in the summary sheets ... must be further improved in future versions of BEST-U for optimal clarity and usability.\"" - Limitations/Phase 3 - Why: Platform design constraints and data presentation issues created process/technical barriers experienced by designers and coaches during implementation."", ""\""We were limited in our ability to improve the attractiveness of the app because the PiLR platform has settings that limit the fonts, colors, and format options.\"" - Limitations - Why: Tool/platform restrictions prevented designers from making UI/visual improvements they desired, a technical/design constraint.""]}",,Forbush et al. - 2023 - The Building Healthy Eating and Self Esteem Together for University Students Mobile App to Treat Eat.txt,"Condition A: satisfied - The paper documents explicit user/stakeholder involvement (participant feedback and coach workshops), multiple iterative development phases, and evidence of the full lifecycle (needs assessment, ideation/outline, prototyping in PiLR, and pilot evaluations).; Condition B: satisfied - The manuscript reports multiple designer-facing constraints (COVID-related recruitment impacts, staffing bottlenecks, platform technical failures, data presentation limitations, and UI/format restrictions) that affected the team's ability to perform design and testing activities.; Final rationale: Both Condition A (full HCD cycle including user involvement, iteration, and complete lifecycle) and Condition B (documented designer-experienced tasks/constraints) are clearly met in Methods, Results, Discussion, and Limitations; therefore the study is included.",The Building Healthy Eating and Self-Esteem Together for University Students Mobile App to Treat Eating Disorders: User-Centered Research Design and Feasibility Study
Patricia D Franklin; Carol A Oatis; Hua Zheng; Marie D Westby; Wilfred Peter; Jeremie Laraque-Two Elk; Joseph Rizk; Ellen Benbow; Wenjun Li,High,Include,"""HCD_fullcycle"": [""A1 User Involvement: \""The original list of interventions was entered into a Microsoft Excel spreadsheet and provided to 7 physical therapists and PT interns at 4 ambulatory PT clinics. The 7 physical therapists and interns were asked to record their interventions on the spreadsheet and to add any interventions they used that were not listed on the spreadsheet. The revised list was then sent to 4 nationally recognized experts in PT post TKR care... We interviewed all 4 national experts to review their comments and suggestions... the next version of the intervention list was sent to 2 international physical therapist experts. They reviewed the list of interventions and discussed their suggestions in a series of 2 conference calls with the investigators.\"" - Methods, Content Development"", ""A2 Iteration: \""The suggestions were compiled in the next version of the intervention list and returned to the national experts for further comment. Another round of revisions occurred... The process of review and revision took approximately one year to complete and resulted in a list of 141 interventions organized in 8 categories.\"" - Methods, Content Development"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""Understanding users: The original list of interventions identified by chart review was provided to 7 physical therapists and PT interns... Ideation: The revised list was then sent to 4 nationally recognized experts... suggestions were compiled and revisions included dividing the list of interventions into 8 distinct categories... Prototyping: The informatics team identified a HIPAA-compliant web-based software (Quickbase) that can capture discrete PT interventions and intensity details... a complex branching logic was built to support the entry screen... Evaluation: We deployed the data capture system in 8 PT practices with 33 different office sites; a total of 107 physical therapists and 7 physical therapist assistants... Over a period of approximately two years, data for 161 patients with 2615 patient visits were entered by 83 physical therapists or physical therapist assistants. No technical problems with the data capture system were reported... data entry was quick and easy, typically taking less than 2 minutes.\"" - Methods (Content & Informatics Development, System Deployment) and Results""], ""TASKS_elements"": [""\""The most common reason (162 visits, 6.2%) for including interventions in the text box was that the therapist exceeded the maximum allowable number (ie, 10) of strengthening exercises. Removing this limit will eliminate the need to document more exercises in text.\"" - Results - shows a process/technical constraint imposed by the system that forced workarounds and required design change (designer-facing barrier)."", ""\""A total of 47 (57%) physical therapists used the 'Clinical Notes' text box at least once... Investigator review found clinical notes from 16% (428/2615) of visits listed interventions... In 262 (10%) visits, the physical therapist listed interventions in the text box that were available in the intervention menus, but the therapist did not choose from the menu.\"" - Results - shows participant engagement and usage issues that limited the designers' structured data capture and required additional review and adaptation (designer-facing data quality/feedback constraint)."", ""\""The data collection system described in this paper is a prototype; it is not integrated into any health system’s electronic medical record. Future studies will assess its effectiveness and efficiency in the real world by integrating it into existing EHRs.\"" - Limitations and Future Considerations - shows a technical/integration limitation that prevented designers from testing and evaluating EHR integration within this project (designer-facing constraint)."", ""\""Some therapists did not use the available menus effectively. Improved training for clinicians and their use of the data capture system over an extended period will improve their ability to use the system effectively and efficiently.\"" - Limitations and Future Considerations - indicates a skill/knowledge gap among users that affected data entry practices and required designers to plan for additional training (designer-facing constraint).""]}",,Franklin PD - 2022 - Web Based System to Capture Consistent and Complete Real world Data of Physical Therapy Intervention.txt,"Condition A: satisfied - The study demonstrates active user involvement (multiple practicing PTs, national and international experts, interviews), explicit iterative refinement over about one year with multiple revision rounds, and evidence of all four lifecycle phases (user understanding via chart review and interviews, ideation and menu development, prototyping of a Quickbase web system, and evaluation via deployment and usage metrics across sites).; Condition B: satisfied - The paper reports several designer-facing constraints: a system-imposed maximum of 10 strengthening exercises forcing text-entry workarounds, substantial use of free-text requiring investigator review (affecting data completeness/quality), lack of EHR integration preventing full integration testing, and clinicians' ineffective use of menus indicating training/skill gaps that limited structured data capture.; Final rationale: Both Condition A (full HCD cycle) and Condition B (designer-oriented task constraints) are met based on explicit statements in Methods, Results, Discussion, and Limitations. Therefore the paper is included.",Web-Based System to Capture Consistent and Complete Real-world Data of Physical Therapy Interventions Following Total Knee Replacement: Design and Evaluation Study
Vincent Gagnon Shaigetz; Catherine Proulx; Anne Cabral; Nusrat Choudhury; Mark Hewko; Elicia Kohlenberg; Melanie Segado; Michael S D Smith; Patricia Debergue,Medium,Include,"""HCD_fullcycle"": [""A1 User Involvement: \""To obtain active input from domain experts, the agile methodology included regular delivery of technology to early adopters to obtain iterative feedback.\"" - Methods (Development Process / Implementation)"", ""A2 Iteration: \""The research team made use of agile software development, including feature-oriented code implementation, common code repository, software testing, user tests, bug tracking, and frequent software releases... This feedback informed the successive phases of software development.\"" - Methods (Development Process)"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""identification of basic requirements and key differentiating criteria (TRL-1)\""; \""prototype design and foundational research to implement key components (TRL 2-3)\""; \""testing and validation in laboratory settings (TRL 3-4)\"" - Results (Technology Readiness); \""The prototype was tested and validated with healthy adults in a laboratory environment.\"" - Results (Prototype Development / Acceptability Study Results)""], ""TASKS_elements"": [""\""These challenges include selecting clinically relevant features, enabling tasks that capture the full breadth of deficits, ensuring longevity in a rapidly changing technology landscape, and performing the extensive technical and clinical validation required for digital interventions. Complicating development, is the need to integrate recommendations from domain experts at all stages.\"" - Introduction/Abstract - Why it shows a designer barrier: This describes concrete development challenges that the design team faced which affected design decisions and process (selection of features, need to integrate ongoing expert input, and validation demands)."", ""\""each clinic had different hardware needs depending on their patient constraints or limitations, price, availability, and the hardware that they already owned.\"" - Results (Prototype Development) - Why it shows a designer barrier: Heterogeneous clinic hardware forced the designers to adopt hardware-agnostic, multimodal solutions, indicating a constraint that required adaptation of the design and implementation.""]}",,Gagnon Shaigetz V - 2021 - An Immersive and Interactive Platform for Cognitive Assessment and Rehabilitation bWell Design and I.txt,"Condition A: satisfied - The paper documents active input from domain experts and testers (A1), explicit iterative agile development with frequent releases and feedback loops (A2), and activities covering requirements/understanding, ideation/design (requirements and exercise definitions), prototyping (Unity-based prototype, TRL-4), and evaluation (laboratory acceptability studies with healthy participants) (A3).; Condition B: satisfied - The manuscript explicitly describes design/development constraints experienced by the team (selection of clinically relevant features, ensuring longevity across changing hardware, need for extensive validation, and accommodating heterogeneous clinic hardware), which represent process/technical constraints that forced design adaptations.; Final rationale: Both the full HCD cycle criteria and at least one designer-facing tasks constraint are evidenced in Methods/Results/Discussion; therefore the paper meets inclusion criteria.",An Immersive and Interactive Platform for Cognitive Assessment and Rehabilitation (bWell): Design and Iterative Development Process
Daniel Z Q Gan; Lauren McGillivray; Mark Erik Larsen; Taylor Bloomfield; Michelle Torok,High,Include,"""HCD_fullcycle"": [""A1 User Involvement: \""semistructured qualitative interviews of LifeBuoy users. The interviews were conducted to assess the acceptability of having an adjunctive strategy and gain users’ perspectives on the specific characteristics (eg, content, design, medium or platform, and frequency of delivery) that this strategy should possess.\"" - [Methods: Discovery Phase; Interview Materials]"", ""A2 Iteration: \""The final version of the engagement strategy was created from the initial prototype following 3 rounds of iterative refinements arising from the workshops.\"" - [Results: Initial, Revised, and Final Design Samples of the Engagement Strategy]"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""Understanding users: semistructured qualitative interviews of LifeBuoy users...\""; \""Ideation: Two design workshops were then conducted to iteratively refine this initial prototype.\""; \""Prototyping: Sample Instagram posts and blog posts at different stages of the design process... A total of 42 Instagram posts and 12 blog articles were created\""; \""Evaluation: The first workshop was focused on the content and aesthetics of the engagement strategy... Insights obtained from this workshop were used to revise the initial prototype.\"" - [Methods: Discovery & Design Phases; Results: Initial, Revised, and Final Design Samples]""], ""TASKS_elements"": [""\""Resource constraints affected the implementation of development activities in several ways. Workforce and financial constraints did not allow for multiple parallel workshops to be conducted with different groups of young people.\"" - [Limitations] - [Why it shows a designer barrier: explicit resource limitation (workforce and financial) that prevented planned design activities (multiple parallel workshops)]."", ""\""Operational constraints associated with technical expertise and funding meant that not all feedback from the design activities could be incorporated into the adjunctive strategy.\"" - [Limitations] - [Why it shows a designer barrier: technical expertise and funding shortfalls limited the designers' ability to implement user feedback into the product]."", ""\""Characteristics relating to the study sample may have restricted the scope of design activities conducted, and consequently, the insights obtained.\"" - [Limitations] - [Why it shows a designer barrier: limited participant diversity/sampling constrained designers' ability to conduct broader design activities and obtain diverse input].""]}",,Gan et al. - 2023 - Promoting Engagement With Smartphone Apps for Suicidal Ideation in Young People Development of an Ad.txt,"Condition A: satisfied - Users were actively involved via interviews and participatory workshops; multiple iterative refinement cycles occurred; documentation shows understanding (interviews), ideation (workshops), prototyping (Instagram/blog samples), and evaluation (workshop feedback used to revise prototypes).; Condition B: satisfied - Limitations explicitly report workforce, financial, technical expertise, and sampling constraints that affected the designers' ability to run more workshops and to incorporate all feedback.; Final rationale: The study documents a full HCD cycle with active user involvement and explicit iterative refinements, and it reports designer-facing resource and technical constraints that impacted the design process; therefore it meets both Condition A and Condition B and should be included.",Promoting Engagement With Smartphone Apps for Suicidal Ideation in Young People: Development of an Adjunctive Strategy Using a Lived Experience Participatory Design Approach
"Pamela M. Garabedian, Michael P. Gannon, Skye Aaron, Edward Wu, Zoe Burns, Lipika Samal",High,Include,"""HCD_fullcycle"": [""A1 User Involvement: \""we conducted contextual inquiry sessions to gather user requirements for the CDS. This was followed by group design sessions and one-on-one formative think-aloud sessions to validate requirements, obtain feedback on the design and layout, uncover usability issues, and validate changes.\"" - Methods / Abstract"", ""A2 Iteration: \""Following each step, iterative changes were made to the alert content and design.\"" AND \""We made changes to the mockups after conducting sessions with the first four participants and tested the newer versions with the remaining four participants.\"" - Results / Individual think aloud sessions"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""conducted contextual inquiry sessions to help gather user requirements\"" (Understanding) - Methods / Contextual inquiry; \""Based on the user requirements... we designed several mockups\"" (Ideation/Prototyping of mockups) - Methods / Group design sessions; \""We developed working versions of the alerts that would trigger in the sandbox environment of the EHR\"" (Prototyping) - Methods / Individual think aloud sessions; \""we conducted individual formative think aloud usability testing sessions to uncover additional usability issues and validate design decisions\"" (Evaluation) - Methods / Individual think aloud sessions""], ""TASKS_elements"": [""\""Not all user requirements could be incorporated due to limitations of the EHR.\"" - Group design sessions - This indicates a technical constraint in the EHR that prevented designers from implementing planned features, directly limiting design activities."", ""\""We were unable to address the issue of modifying an existing order from the alert rather than discontinuing the existing order and adding a new one since this is a constraint within Epic.\"" - Results / Individual think aloud sessions - Explicit statement that the EHR (Epic) constrained the design and prevented implementation of desired functionality."", ""\""The testing process was limited due to the COVID-19 outbreak, causing all sessions to be conducted remotely. As a result, we were unable to perform near-live simulation and the circumstance of being behind schedule in clinic, which impacted in-person user requirements gathering and could impact the interaction with the alert.\"" - Discussion / Limitations - Shows pandemic-related remote methods limited designers' ability to conduct near-live simulations and in-person requirements gathering."", ""\""we were limited by our own institutions governance structure in terms of what technology solutions were allowed.\"" - Discussion / Limitations - Organizational governance constrained what technical solutions designers could pursue, limiting design options."", ""\""The constraints regarding the design of the order buttons and acknowledge reasons could significantly impact the user’s ability to complete the task and lead to a lot of frustration\"" - Discussion - Describes a technical/process limitation (order buttons/acknowledge reason behavior) that designers could not fully resolve within the EHR, affecting design outcomes.""]}",,Garabedian et al. - 2022 - Human centered design of clinical decision support for management of hypertension with chronic kidne.txt,"Condition A: satisfied - The paper documents active user involvement (contextual inquiry, group design, think-aloud), explicit iterative refinement across sessions, and evidence of all four HCD phases (understanding, ideation, prototyping, evaluation).; Condition B: satisfied - The authors report multiple designer-facing constraints (EHR limitations preventing implementation of requirements, inability to modify orders due to Epic, COVID-19 forcing remote testing limiting near-live simulation, and institutional governance limits) that affected their ability to carry out design activities.; Final rationale: Both Condition A (full HCD cycle present) and Condition B (designer-experienced constraints documented) are met based on the Methods, Results, Discussion, and Limitations; therefore the study is included.",Human-centered design of clinical decision support for management of hypertension with chronic kidney disease
"Alison Garber, Pamela Garabedian, Lindsey Wu, Alyssa Lam, Maria Malik, Hannah Fraser, Kerrin Bersani, Nicholas Piniella, Daniel Motta-Calderon, Ronen Rozenblum, Kumiko Schnock, Jacqueline Griffin, Jeffrey L. Schnipper, David W. Bates, Anuj K. Dalal",High,Include,"""HCD_fullcycle"": [""A1 User Involvement: \""We tested the working prototype with clinicians (MDs, APPs, and RNs) and solicited feedback during testing sessions. The working prototype was iterated between each session based on analysis of feedback.\"" - Diagnostic time-out (Methods/Results)"", ""A2 Iteration: \""Over an 8-week period, we used the EHR to identify 1–2 test cases per week... Iterations to the logic were made based on issues identified from analysis and discussion of each test case.\"" - Diagnostic safety column (Methods/Results)"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""Broad clinician and patient needs... were identified from local context, clinician stakeholders... and patient advisors\""; \""Next, we searched the literature and assessed the available infrastructure at our institution to compile a comprehensive list of interventions\""; \""Our software development team generated an initial functional prototype of the DSC, which we released into our EHR’s production environment in 'silent mode'\""; \""The initial DTO prototype was tested with 18 hospital-based clinicians (MDs and APPs) during eight sessions conducted over a 4-week period.\"" - Potential interventions / Diagnostic safety column / Diagnostic time-out (Methods/Results)""], ""TASKS_elements"": [""\""these were not feasible to implement because of study timeline constraints; institutional governance roadblocks (limited access to certain APIs); and technical challenges.\"" - Discussion/Limitations - Why it shows a designer barrier: Describes institutional governance and API access constraints that prevented the design team from implementing planned interventions, directly limiting designers' ability to build and test features."", ""\""Withdrawal of vendor support for core functionality (eg, hyperlinks navigating users to specific EHR flowsheets, reports, widgets, etc.)... Vendor development roadmaps may limit use of third-party applications by end-users that rely on functionality enabling seamless interaction with the EHR.\"" - Table 4 / Limitations - Why it shows a designer barrier: Indicates vendor support withdrawal and roadmap limits that forced designers to change or abandon planned integration approaches, a technical/process barrier affecting design work."", ""\""Of 78 patients approached, 39 patients (50%) agreed to complete the PDQ; the remainder were unavailable (eg, off-unit, approaching discharge).\"" - Patient Diagnosis Questionnaire (Results) - Why it shows a designer barrier: Participant availability/drop-out constrained data collection for patient-facing prototype evaluation, limiting designers' ability to gather user feedback and iterate."", ""\""In 6 (60%) cases, the risk state did not change over the course of hospitalization despite expert clinician consensus suggesting increasing DE risk...\"" - Diagnostic safety column (Results) - Why it shows a designer barrier: Demonstrates a performance/logic limitation of the DSC that forced the design team to modify the algorithm (add configurable parameters), showing an adaptation driven by a technical/design problem encountered during testing.""]}",,Garber et al. - 2023 - Developing pilot testing and refining requirements for 3 EHR integrated interventions to improve dia.txt,"Condition A: satisfied - The study documents active involvement of clinicians and patients in design (testing sessions, focus groups, patient pilots), explicit iterative cycles (prototype iterations for DTO, DSC, PDQ), and evidence of the full lifecycle (user needs assessment, ideation/prioritization, prototyping in 'silent mode', and evaluation via test cases, clinician sessions, patient pilots, and focus groups).; Condition B: satisfied - Multiple documented constraints affected designers' ability to perform design activities (limited API access and institutional governance roadblocks, vendor support withdrawal, participant availability issues, and technical performance issues with the DSC that required logic changes), meeting the TASKS elements criteria.; Final rationale: The paper reports a complete user-centered HCD process (understanding, ideation, prototyping, evaluation) with explicit iteration and active user involvement, and it describes concrete designer-facing constraints and adaptations during development and testing. Therefore it meets both Condition A and Condition B and is included.","Developing, pilot testing, and refining requirements for 3 EHR-integrated interventions to improve diagnostic safety in acute care: a user-centered approach"
"Alberto García S., Carlos Iñiguez-Jarrín, Oscar Pastor Lopez, Daniel Gonzalez-Ibea, Estela Pérez-Román, Carles Borredà, Javier Terol, Victoria Ibanez, Manuel Talón",High,Exclude,"""HCD_fullcycle"": [""A1 User Involvement: \""In the first activity, we have researched our domain expert users by applying UCD techniques such as user observation and task analysis.\"" - Proposed Solution / 4.1 User Research"", ""A2 Iteration: \""As we have mentioned above, our works consisted of two UCD iteration. The first iteration focused on analyzing the tasks involved in genomic analysis, conceptualizing the UI... The second iteration focused on identifying usability problems as a result of the user evaluation of the first version.\"" - 6 Conclusions"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""[Understanding] Identifying and analyzing the tasks involved in the prioritization of genetic variations allowed us to understand both the user mental model... The gathered information has been consolidated in a task model...\"" (Proposed Solution / 4.1 User Research); \""[Ideation] To define the CD, we have applied a method called GenomIUm... The systematic design process consists of four steps: Architectural Design, Structural Design, Content Design, Reﬁnement.\"" (User Interface Design / 4.2); \""[Prototyping] The reﬁned CDs have been implemented with standard web technologies. More specifically, we designed the UI using the Angular framework, and utilized a set of open source libraries to implement the UI patterns.\"" (User Interface Design / 4.2); \""[Evaluation] The validation consisted of 28 tasks... performed in a virtual way by using the Zoom video conference platform... Each virtual session involved one participant with the user role, and one of us with the evaluator role. The sessions were recorded and stored...\"" (Validation / 5.1 Method)""], ""TASKS_elements"": []}",Condition B not satisfied - No designer-facing task/constraints reported in Methods/Results/Discussion/Limitations,García S A. et al. - 2022 - CitrusGenome Applying User Centered Design for Evaluating the Usability of Genomic User Interfaces.txt,"Condition A: satisfied - The paper reports active user research (observations, interviews, task analysis), explicit iterative work (two UCD iterations), and a complete lifecycle including understanding, ideation (GenomIUm conceptual design), prototyping (implemented Angular prototype), and evaluation (usability tests with tasks and focus group).; Condition B: not satisfied - The manuscript does not report designer-experienced constraints (resource limits, participant access issues that hindered design, designer cognitive/skill strain, or technical/process barriers) that affected the designers' ability to perform design activities; participant difficulties reported were user-facing usability problems, not constraints that prevented designers from conducting design work.; Final rationale: Because Condition A is met but Condition B is not (no valid evidence of designer-facing task/constraint during the project), the paper must be excluded under the review criteria.",for Evaluating the Usability of Genomic User Interfaces
